,Unnamed: 0,dc_abstract,dc_fundingReferences,dc_language,dc_publicationYear,dc_publisher,dc_title,dc_types_resourceTypeGeneral,dc_url,doi,group,label_vulnerable,source,flagged_words_pen,flagged_words_nyt,flagged_words_all,has_flagged_word,num_flagged_words,num_pen_words,num_nyt_words,dc_funder_first,abstract_len,title_len
5402,5669,"Data on labor force activity for the week prior to the
survey are supplied in this collection. Information is available on
the employment status, occupation, and industry of persons 15 years
old and over. Demographic variables include age, sex, race, marital
status, veteran status, household relationship, educational
background, and Hispanic origin. In addition to providing these core
data, the October survey also contains data on school enrollment for
all persons aged 3 years old and over. This information includes
current grade attending at public or private school, whether attending
college full- or part-time at a two- or four-year institution, year
last attended a regular school, year graduated from high school, grade
retention, library use, library accessibility, and resources for
people with disabilities.",[],en,2004.0,ICPSR - Interuniversity Consortium for Political and Social Research,"Current Population Survey, October 2002: School Enrollment/Library Use",Dataset,https://www.icpsr.umich.edu/web/ICPSR/studies/4089/versions/V2,10.3886/icpsr04089.v2,C_flagged_no_us_aff,0,datacite,accessibility; disabilities; hispanic; race; sex,disabilities; race; sex; status,accessibility; disabilities; hispanic; race; sex; status,1,6,5,4,,122,8
5403,5670,"For this survey, respondents from three counties in the Detroit, Michigan, area were queried about their work, health, marriage and family, finances, political views, religion, and child rearing. With respect to finances, respondent views were elicited on credit card purchases, recording expenditures, and savings and investments. Regarding political views, respondents were questioned about political preferences, presidential values, freedom of speech, nuclear war, and the interest of public officials. Questions also addressed religious beliefs and experiences, including the religiosity of respondents' parents, belief in and relationship with God, the relationship between science and religion, school prayer, divorce, and homosexuality. Additional religious questions -- based on the respondents' religious preference (i.e., Protestant, Catholic, Jew, Other Religion, or No Preference/Agnostic/Atheist Only) -- also were asked, covering topics such as interfaith marriages, religion of friends, and observance of religious holy days. Questions were asked about the views of respondents' religious leaders on issues including drinking, abortion, and test-tube fertilization. Regarding child rearing, views were elicited on issues including religious preference of child(ren) raised, religious training given to child(ren), and frequency of prayer before meals. Background information includes marital status, employment, political orientation, and income. More information about the Detroit Area Studies Project is available on this Web site.",[],en,2005.0,ICPSR - Interuniversity Consortium for Political and Social Research,"Detroit Area Study, 1997: Social Change in Religion and Child Rearing",Dataset,http://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/4120/version/1,10.3886/icpsr04120.v1,C_flagged_no_us_aff,0,datacite,abortion; orientation; political,orientation; political; status,abortion; orientation; political; status,1,4,3,3,,204,11
5404,5671,"For this survey, respondents from three counties in the Detroit, Michigan, area were queried about their health, satisfaction with their health care, end of life decisions, policies about life and death decisions, and experiences with life and death decisions. The first set of questions asked respondents to rate their own health and to indicate whether they had seen a health care professional in the past five years as well as what type of health professional they had seen. They were also asked whether or not they trust the health care provider's judgment on medical decisions and whether they felt that a doctor or family members would follow the respondent's instructions for life sustaining procedures. The survey also explored how satisfied respondents were with the amount of time they spent with their doctor and the doctor's response to questions as well as their honesty and concern for their patient. Additional questions asked respondents how concerned HMO's are with costs and patient health and what their opinions were on how much money is spent on medical technology and care for terminally ill patients. Another set of questions sought respondent's opinions on terminating a patient's life support in a variety of different situations, including the treatment of critically ill infants. The survey also asked whether respondents or their family had ever experienced an end-of-life decision, whether they have discussed end-of-life decisions, and what types of methods they would consider. Respondents were also asked about their attitudes on the death penalty, abortion in certain situations, physician assisted suicide and the 1998 proposal to legalize physician assisted suicide. Background information includes marital status, employment, political orientation, and income.",[],en,2009.0,ICPSR - Interuniversity Consortium for Political and Social Research,"Detroit Area Study, 1999: Life and Death Decision Making",Dataset,https://www.icpsr.umich.edu/web/ICPSR/studies/4121/versions/V1,10.3886/icpsr04121.v1,C_flagged_no_us_aff,0,datacite,abortion; orientation; political,orientation; political; status,abortion; orientation; political; status,1,4,3,3,,273,9
5405,5672,"The Candidate Countries Eurobarometer (CCEB) series, first
 conducted in 2001, gathers information from the countries applying to
 become members of the European Union (EU) in a way that allows direct
 comparison with the standard Eurobarometer series carried out in the
 existing EU countries. The CCEB provides decision-makers and the
 European public with opinion data on the similarities and differences
 between the EU and the candidate countries. The CCEB continuously
 tracks support for EU membership in each country and records changes
 in attitudes related to European issues in the candidate countries.
 This round of the CCEB surveys was conducted between October 16 and
 November 17, 2002, in the 13 candidate countries: Bulgaria, Cyprus,
 Czech Republic, Estonia, Hungary, Latvia, Lithuania, Malta, Poland,
 Romania, Slovakia, Slovenia, and Turkey. Respondents were queried on
 how interested and informed they were about science and technology,
 sports, politics, economics and finance, and culture, which
 professions they held in high regard (e.g., judges, medical doctors,
 politicians, or scientists), and who they would trust to explain the
 reasons for a major disaster (e.g., scientists, journalists, or
 government representatives). Respondents were asked which scientific
 and technological developments interested them most (e.g., medicine,
 genetics, astronomy and space, or the Internet), how scientific they
 felt certain subjects were, such as biology, history, economics,
 mathematics, or sociology, and whether they understood certain
 concepts and phenomena as reported in the newspapers and on the
 television, like air pollution, global warning, the greenhouse effect,
 holes in the ozone layer, nanotechnologies, and bovine spongiform
 encephalopathy (BSE or mad cow disease). Respondents were further
 asked a series of true and false questions regarding science-based
 statements (e.g., the center of the Earth is hot, radioactive milk can
 be safe if boiled, electrons are smaller than atoms, the Sun goes
 around the Earth, and human beings developed from earlier species of
 animals). Respondents were also asked if they agreed with statements
 concerning science and technology and how science and technology
 affected or will affect everyday living, the environment, industrial
 development, and the fight to cure illnesses. Respondents were
 further questioned on whether they agreed with statements concerning
 ethical standards, genetically modified food, the way in which the
 media reported on science and technology, and the responsibility of
 scientists, politicians, farmers, and the food industry in relation to
 mad cow disease. The survey also addressed policy areas in which the
 EU should or should not be active (e.g., agriculture, environment,
 international trade, foreign affairs, defense, energy, consumer
 protection, employment and social affairs, and regional development),
 as well as how research carried out at the national level compared to
 research at the EU level and whether the respondent agreed with a
 series of statements regarding important scientific and technological
 developments (i.e., the Internet and biotechnology) originating
 outside of Europe. Demographic variables include sex, age,
 nationality, marital status, level of education, current occupation,
 income, whether the respondent lived in a rural area or village, small
 or middle sized town, or large town, religious affiliation, and voting
intent.",[],en,2004.0,ICPSR - Interuniversity Consortium for Political and Social Research,"Candidate Countries Eurobarometer 2002.3, October-November 2002: Science and Technology",Dataset,https://www.icpsr.umich.edu/web/ICPSR/studies/4139/versions/V1,10.3886/icpsr04139.v1,C_flagged_no_us_aff,0,datacite,air pollution; pollution; science-based; sex,pollution; sex; status,air pollution; pollution; science-based; sex; status,1,5,4,3,,495,9
5406,5673,"This poll is part of a continuing series of monthly surveys that solicit public opinion on the presidency and on a range of other political and social issues. Respondents were asked to give their opinions of the 2004 presidential campaign, the candidates, and the way George W. Bush was handling certain issues including the economy, the war in Iraq, and terrorism. Respondents were also asked their opinions of George W. Bush and John Kerry, and which candidate they favored in the election. The survey also included questions about various issues of the campaign such as abortion, affirmative action, anti-terrorism efforts, and same-sex marriage. Background information on respondents includes voter registration status, party identification, voting record in the 2000 and 2002 elections, marital status, sex, religious preference, education record, age, ethnicity, and income.",[],en,2006.0,ICPSR - Interuniversity Consortium for Political and Social Research,"CBS News/New York Times Monthly Poll, July 2004",Dataset,http://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/4159/version/1,10.3886/icpsr04159.v1,C_flagged_no_us_aff,0,datacite,abortion; ethnicity; political; sex,ethnicity; political; sex; status,abortion; ethnicity; political; sex; status,1,5,4,4,,132,8
5407,5674,"Data on labor force activity for the week prior to the survey are supplied in this collection. Information is available on the employment status, occupation, and industry of persons 15 years old and over. Demographic variables include age, sex, race, marital status, veteran status, household relationship, educational background, and Hispanic origin. In addition to providing these core data, the October survey also contains data on school enrollment for all persons aged 3 years and over. This information includes current grade attending at public or private school, whether attending college full- or part-time at a two- or four-year institution, year last attended a regular school, year graduated from high school, grade retention, library use, library accessibility, and resources for people with disabilities.",[],en,2006.0,ICPSR - Interuniversity Consortium for Political and Social Research,"Current Population Survey, October 2003: School Enrollment and Computer Use Supplement",Dataset,https://www.icpsr.umich.edu/web/ICPSR/studies/4167/versions/V1,10.3886/icpsr04167.v1,C_flagged_no_us_aff,0,datacite,accessibility; disabilities; hispanic; race; sex,disabilities; race; sex; status,accessibility; disabilities; hispanic; race; sex; status,1,6,5,4,,121,11
5408,5675,"Most of the data in the California Special Election Exit Poll and Phone Survey, 2003, were collected through interviews conducted with voters exiting polling places in California on the day of the gubernatorial recall election. Early and absentee voters were polled via the telephone from September 29, 2003, through October 5, 2003. Respondents were polled for their vote in the recall election, when they decided to vote for that choice, their opinions of Governor Gray Davis, their choice for governor if Gray Davis were removed from office, the most important factor in choosing their candidate, and for whom they would vote if there were only two candidates for governor, Cruz Bustamante (Democrat) and Arnold Schwarzenegger (Republican). Respondents were also asked to give their opinions of candidates Bustamante, Tom McClintock (Republican), and Arnold Schwarzenegger, and whether or not the latter addressed the issues in adequate detail. Other candidates included Peter Miguel Camejo (Green Party) and Arianna Huffington (Independent). Specific questions about the voting process concerned problems with the voting equipment and opinions of the recall process. Respondents were asked questions about state issues such as their vote on Proposition 54 (banning state and local governments from classifying anyone by race or ethnicity), the condition of the state economy, whether the budget deficit could be resolved without raising taxes, issuing driver's licenses to illegal immigrants, and the California law extending domestic partner benefits to homosexual couples. Additional questions queried respondents on their position on abortion and how George W. Bush was handling his job as president of the United States. Background information includes age, education, frequency of voting in previous elections, household income in 2002, labor union membership within the household, political ideology, political party affiliation, race, sex, sexual orientation, and whether the respondent is of Mexican or Hispanic descent.",[],en,2005.0,ICPSR - Interuniversity Consortium for Political and Social Research,"California Special Election Exit Poll and Phone Survey, 2003",Dataset,http://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/4187/version/1,10.3886/icpsr04187.v1,C_flagged_no_us_aff,0,datacite,abortion; ethnicity; green; hispanic; ideology; immigrants; orientation; political; race; sex,ethnicity; immigrants; orientation; political; race; sex,abortion; ethnicity; green; hispanic; ideology; immigrants; orientation; political; race; sex,1,10,10,6,,298,9
5409,5676,"This poll is part of a continuing series of monthly surveys that solicit public opinion on the presidency and on a range of other political and social issues. Respondents were asked to give their opinions of the 2004 presidential election, the candidates, political parties, the way George W. Bush was handling certain issues (such as the economy, the war in Iraq, and terrorism), and how they felt about Bush's next term. Respondents were also asked about their opinions of both George W. Bush and John Kerry and which candidate they favored in the election. The survey also included questions about various issues of the campaign such as social security, tax cuts and tax rates, same sex marriage, abortion, religion in schools and politics, pop culture and its influence, and physician assisted suicide. Background information on respondents includes union membership, military service, voter registration status, party identification, marital status, sex, religious preference, education record, age, ethnicity, income, and willingness for callback.",[],en,2005.0,ICPSR - Interuniversity Consortium for Political and Social Research,"CBS News/NEW YORK TIMES Monthly Poll #1, November 2004",Dataset,http://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/4230/version/1,10.3886/icpsr04230.v1,C_flagged_no_us_aff,0,datacite,abortion; ethnicity; political; sex,ethnicity; political; sex; status,abortion; ethnicity; political; sex; status,1,5,4,4,,160,9
5410,5677,"Similar to SOUTHERN GRASSROOTS PARTY ACTIVISTS PROJECT, 1991-1992 (ICPSR 6307), this 2001 data collection is a study of politics at the grassroots level. The immediate goal of the project was to describe the condition of contemporary grassroots party activism and organization in 11 Southern states: Alabama, Arkansas, Florida, Georgia, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, Texas, and Virginia. Political party activists from both the Democratic and Republican parties were surveyed in each of the 11 states, with data focusing on a range of characteristics of the party activists, including their party position, recruitment to party activism, incentives for involvement in party politics, campaign activities, communication with others in the party organization, attitudes toward involvement, perceptions of parties, issue orientations, and demographic and social attributes.",[{'funderName': 'National Science Foundation'}],en,2006.0,ICPSR - Interuniversity Consortium for Political and Social Research,"Southern Grassroots Party Activists Project, 2001",Dataset,http://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/4266/version/1,10.3886/icpsr04266.v1,C_flagged_no_us_aff,0,datacite,activism; activists; political,activism; activists; political,activism; activists; political,1,3,3,3,National Science Foundation,125,6
5411,5678,"This collection provides data on labor force activity for
the week prior to the survey. Information is available on the
employment status, occupation, and industry of persons aged 15 and
over. Demographic variables include age, sex, race, marital status,
veteran status, household relationship, educational background, and
Hispanic origin. In addition to providing these core data, the October
survey also contains data on school enrollment for all persons aged
three and over. This information includes current grade at public or
private school, whether attending college full- or part-time at a two-
or four-year institution, year last attended a regular school, year
graduated from high school, grade retention, library use, library
accessibility, and resources for people with disabilities.",[],en,2006.0,ICPSR - Interuniversity Consortium for Political and Social Research,"Current Population Survey, October 2004: School Enrollment, Language Proficiency and Disability Supplement",Dataset,https://www.icpsr.umich.edu/web/ICPSR/studies/4282/versions/V2,10.3886/icpsr04282.v2,C_flagged_no_us_aff,0,datacite,accessibility; disabilities; hispanic; race; sex,disabilities; race; sex; status,accessibility; disabilities; hispanic; race; sex; status,1,6,5,4,,116,12
5412,5679,"This collection contains survey data collected at the end of October 2004 from the 49 state law enforcement agencies in the United States that had traffic patrol responsibility. Information was gathered about their policies for recording race and ethnicity data for persons in traffic stops, including the circumstances under which demographic data should be collected for traffic-related stops and whether such information should be stored in an electronically accessible format. The survey was not designed to obtain available agency databases containing traffic stop records.",[{'funderName': 'United States Department of Justice. Office of Justice Programs. Bureau of Justice Statistics'}],en,2005.0,ICPSR - Interuniversity Consortium for Political and Social Research,"Traffic Stop Data Collection Policies for State Police, 2004",Dataset,http://www.icpsr.umich.edu/icpsrweb/NACJD/studies/4288/version/1,10.3886/icpsr04288.v1,C_flagged_no_us_aff,0,datacite,accessible; ethnicity; race; race and ethnicity,accessible; ethnicity; race; race and ethnicity,accessible; ethnicity; race; race and ethnicity,1,4,4,4,United States Department of Justice. Office of Justice Programs. Bureau of Justice Statistics,84,9
5413,5680,"The AsiaBarometer, 2003 represents a cross-national effort
to study the lives of the peoples of East, Southeast, South, and
Central Asia on physical, psychological, and sociological dimensions.
The project was designed to capture the extent to which respondents
experience the affective and cognitive qualities of life, focusing on
their assessments of their own lives as well as their relationships to
family, neighborhood, workplace, social institutions, political
institutions, and the marketplace. Attitudes toward development,
democracy, and regionalization were examined, as were the types of
goods and services desired and consumer habits. Respondents were
queried on their overall personal satisfaction as well as their
satisfaction with their friendships, family life, marriage, standard
of living, housing, household income, health, education, neighbors,
job, leisure time, public safety, the condition of the environment,
the social welfare system, and the political system. Data were
gathered on the respondents' personal priorities and those they had
for their children, as well as their level of trust in others, their
inclination to help others, and what characteristics and affiliations
they used to identify themselves. Respondents were asked to rate the
efficacy of their national governments in handling the economy,
political corruption, human rights, unemployment, crime, public
services, immigration, ethnic conflict, religious conflict, and
environmental problems. Additional questions asked whether government
officials were responsive to problems of the general population, what
type of political systems respondents favored, and the extent to which
the national government, the local government, the army, the legal
system, the police, the national legislative branch (e.g., Parliament,
Congress), the public education system, large domestic companies,
multinational companies, trade/labor unions, the media, and other
nongovernmental organizations (e.g., environmental, social advocacy
groups, nonprofit organizations) could be trusted to operate in the
best interest of society. Participants were asked which
macro-socioeconomic issues they were most concerned with and what
matters they believed the government should spend more or less
on. Respondents were polled on their level of personal involvement in
political, governmental, and community affairs, the inclusiveness of
the government, and their perspectives on the importance of political
and electoral participation. Additional questions addressed respondent
exposure to and opinions of foreign companies, peoples, governments,
and cultures. Market analysis inquiries included what products
respondents owned, planned to own in the near future, or desired to
own, as well as what consumer services they had used or would like to
use. Respondents were asked about their modes of transportation, their
current types of residence, whether or not they planned to own their
own residences, and the availability of public utilities. Respondents
were surveyed on what foreign and domestic companies they were
familiar with and which forms of media they used to obtain consumer
and political information. Background information includes age, sex,
occupation, employment status, household income, family structure,
number of people in household, number of children, education, marital
status, English proficiency, religious affiliation, and religious
participation.","[{'funderName': 'Ministry of Education, Culture, Sports, Science and Technology (Japan)', 'awardNumber': '15203005'}, {'funderName': 'Japan Foundation Asia Center'}, {'funderName': 'International Communications Foundation'}, {'funderName': 'Heiwa Nakajima Foundation (Japan)'}, {'funderName': 'Sasakawa Peace Foundation (Japan)'}, {'funderName': 'Asahi Breweries (Japan)'}, {'funderName': 'Ajinomoto (Japan)'}, {'funderName': 'Ebara Corporation (Japan)'}, {'funderName': 'Milea Holdings (Japan)'}, {'funderName': 'Toray Industries (Japan)'}, {'funderName': 'Toppan Printing (Japan)'}, {'funderName': 'Unicharm Corporation (Japan)'}]",en,2005.0,ICPSR - Interuniversity Consortium for Political and Social Research,"AsiaBarometer, 2003",Dataset,https://www.icpsr.umich.edu/web/ICPSR/studies/4300/versions/V2,10.3886/icpsr04300.v2,C_flagged_no_us_aff,0,datacite,advocacy; community; inclusiveness; political; sex,advocacy; inclusiveness; political; sex; socioeconomic; status,advocacy; community; inclusiveness; political; sex; socioeconomic; status,1,7,5,6,"Ministry of Education, Culture, Sports, Science and Technology (Japan)",475,2
5414,5681,"This special topic poll, conducted January 26-31, 2005, was
 undertaken to assess public opinion about traffic. After first being
 asked their opinion of how President Bush was handling his term in
 office, respondents were queried about how often they traveled by car,
 traffic conditions in their area, and the availability and quality of
 public transportation and whether or not they used it. The survey
 also asked questions about respondents' commutes, opinions about
 traffic congestion, and possible measures to reduce congestion, such
 as tolls, high occupancy vehicle lanes, building new roads, better
 timing of traffic lights, carpools, and higher gas taxes. Respondents
 were also asked about air pollution from cars, how driving made them
 feel, how often they or others were guilty of speeding, not paying
 attention, being aggressive, and road rage. Other questions pertained
 to respondents' opinions of the greatest dangers to safety, how they
 passed time in traffic, and what type of vehicle they drove as well as
 their opinion of it. Demographic information included the number of
 licensed drivers and automobiles in their household, political
 orientation, education, age, marital status, number of children,
Hispanic origin, ethnicity, income, and sex.",[],en,2006.0,ICPSR - Interuniversity Consortium for Political and Social Research,"ABC News/Washington Post National Traffic Poll, January 2005",Dataset,https://www.icpsr.umich.edu/web/ICPSR/studies/4315/versions/V1,10.3886/icpsr04315.v1,C_flagged_no_us_aff,0,datacite,air pollution; ethnicity; hispanic; orientation; political; pollution; sex,ethnicity; orientation; political; pollution; sex; status,air pollution; ethnicity; hispanic; orientation; political; pollution; sex; status,1,8,7,6,,191,8
5415,5682,"This poll is part of a continuing series of monthly surveys that solicit public opinion on the presidency and on a range of other political and social issues. Respondents were asked to give their opinions of the 2004 presidential election, the candidates, political parties, the way United States President George W. Bush was handling certain issues (such as the economy, the war in Iraq, and terrorism), and how they felt about Bush's next term. Respondents were also asked about their opinions of both George W. Bush (Republican) and John Kerry (Democrat) and which candidate they favored in the election. The survey also included questions about various issues of the campaign such as social security, tax cuts and tax rates, same-sex marriage, abortion, religion in schools and politics, pop culture and its influence, and physician assisted suicide. Background information on respondents includes union membership, military service, voter registration status, party identification, marital status, sex, religious preference, education record, age, ethnicity, and income.",[],en,2006.0,ICPSR - Interuniversity Consortium for Political and Social Research,"CBS News/NEW YORK TIMES New York State Poll, February 2005",Dataset,http://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/4317/version/1,10.3886/icpsr04317.v1,C_flagged_no_us_aff,0,datacite,abortion; ethnicity; political; sex,ethnicity; political; sex; status,abortion; ethnicity; political; sex; status,1,5,4,4,,161,10
5416,5683,"This poll conducted February 24-28, 2005, is part of a continuing series of monthly polls that solicit opinions on the presidency and on other political and social issues. Respondents were asked to assess the performance of United States President George W. Bush relative to the issues concerning national economy, the conflict in Iraq, North Korea, Iran, education, the national deficit, health care, terrorism, taxes, and international affairs. Respondents were further asked to proffer the most important issue facing the country, the priorities of the administration related to domestic issues, the most important foreign policy issue, and the foreign policy priorities of the administration. Additional queries were of respondents' views on same sex unions, abortion, social security, prescription drug costs, and whether the country was headed in the right direction. Multiple questions addressed various issues surrounding Social Security, retirement, health care, and Medicare. One such question was whether Medicare should cover or pay for erectile dysfunction drugs such as Viagra. Respondents were asked for their opinions on the conflict in Iraq, the possible threat of North Korea, and the possibility or probability of Iran building nuclear weapons and how that would affect the United States. Additional questions asked respondents to describe their experiences with the health care system and health care professionals. Background information includes age, education, ethnicity, frequency of religious participation, household income, the last year the respondent voted, marital status, number of children in the household, political ideology, political party affiliation, race, religious affiliation, voter registration status, whether the respondent considered herself or himself an evangelical, and whether the respondent voted in the 2004 United States presidential election, and if yes, for whom.",[],en,2006.0,ICPSR - Interuniversity Consortium for Political and Social Research,"CBS News/New York Times Monthly Poll, February 2005",Dataset,http://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/4318/version/1,10.3886/icpsr04318.v1,C_flagged_no_us_aff,0,datacite,abortion; ethnicity; ideology; political; race; sex,ethnicity; political; race; sex; status,abortion; ethnicity; ideology; political; race; sex; status,1,7,6,5,,274,8
5417,5684,"This special topic poll is a part of a continuing series of monthly surveys that solicit public opinion on the presidency and on a range of other political and social issues. Respondents were asked to give their opinions about the most important problems facing this country, abortion, who should have the ultimate decision about a feeding tube of a patient in a vegetative state, the Terri Schiavo case, the Schiavo case being sent to the United States Supreme Court, congressional and presidential involvement in the Schiavo case, government decisions on life support issues, reasons the Schiavo bill was passed, future involvement of Congress in the lives of United States citizens, and physician assisted suicide. Respondents were also asked their opinions about the president's handling of his job, the economy, and the situation in Iraq, as well as Congress's handling of its job. Other questions inquired about the respondents' following of the Schiavo case, the degree of the respondents' feelings toward issues related to the Schiavo case, their possession of a living will, respondents' religious service attendance, and views of themselves as evangelical Christians. Background information includes political party affiliation, political philosophy, voter registration status, which candidates they voted for in the 2004 presidential election, religion, age, race, education, marital status, income, and whether the respondents were parents.",[],en,2006.0,ICPSR - Interuniversity Consortium for Political and Social Research,"CBS News Monthly Poll #3, March 2005",Dataset,http://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/4323/version/1,10.3886/icpsr04323.v1,C_flagged_no_us_aff,0,datacite,abortion; political; race,political; race; status,abortion; political; race; status,1,4,3,3,,217,7
5418,5685,"This poll, conducted April 21-24, 2005, is part of a
 continuing series of monthly surveys that solicit public opinion on
 the current presidency and on a range of other political and social
 issues. Respondents were queried on such topics as Social Security
 benefits, parenthood, young people joining the military, capital
 punishment, same-sex marriage, stem cell research, and whether
 abortion should be legal in all cases. Respondents were asked how
 President George W. Bush was handling his presidency, the economy, the
 situation in Iraq, and the United States campaign against terrorism. A
 series of questions also focused on Tom Delay, the majority leader of
 the United States House of Representatives, and the ethics charges
 made against him, and whether he should step down as majority
 leader.
 A random national sample of 1,082 adults were given this poll,
 including an oversample of 284 Catholic respondents, who were asked an
 additional group of questions about Pope Benedict XVI and the Catholic
 Church. Questions asked included their feelings about the selection of
 Cardinal Joseph Ratzinger as pope, whether they approved or
 disapproved of the selection, if they thought he should maintain the
 traditional policies of the Church, and what should be his highest
 priority (e.g., responding to the concerns of women in the Church,
 encouraging human rights, or addressing the issue of sexual abuse by
 priests). Other questions included whether the Roman Catholic Church
 was in touch with the views of Catholics in America, whether the
 respondent would want their son to become a priest, and whether they
 would support the Catholic Church denying communion to Catholic
 politicians who are in favor of legal abortion.
 Demographic variables include race, gender, age, level of
 education, income, political party affiliation, political philosophy,
and religious affiliation.",[],en,2006.0,ICPSR - Interuniversity Consortium for Political and Social Research,"ABC News/Washington Post Monthly Poll, April 2005",Dataset,https://www.icpsr.umich.edu/web/ICPSR/studies/4326/versions/V1,10.3886/icpsr04326.v1,C_flagged_no_us_aff,0,datacite,abortion; gender; political; race; sex; women,gender; political; race; sex; women,abortion; gender; political; race; sex; women,1,6,6,5,,289,7
5419,5686,"The 1975 National Fertility Survey was the fifth in a series of studies (National Fertility Surveys/Growth of American Families) examining marital fertility and family planning. The 1975 version of the National Fertility Survey is unique from the surveys that preceded it (1955, 1960, 1965, and 1970) in that it is longitudinal, incorporating respondents that first participated in the 1970 survey. Respondents were queried on the following main topics: family ideals, work history, family life and women's rights, history of live births and miscarriages/stillbirths, adoptions, abortions, contraception history, family planning and sterilization operations, fertility issues, and current population problems. Questions pertaining to family ideals included preferred family size, preferences with respect to the gender of children, and ideal ages for having first and last children. Regarding work history, respondents were asked about all paid employment since January, 1970, motivation for employment, whether they were currently employed, and whether future employment was probable. Respondents were asked a number of questions about family life and women's rights including whether preschool-aged children suffer if the mother works, if children could have warm relationships with a working mother, if the father should work outside of the home and the mother stay home, whether men and women should have the same job opportunities and be paid the same for doing the same job, and if men and women should receive equal consideration for top-level positions. With respect to pregnancy history, respondents were asked if they had ever had a baby, how many total live births they had had, the date of first live birth, duration of the pregnancy, and about breastfeeding practices. Respondents were also asked about any miscarriages or stillbirths they had including total number and after how many months of pregnancy. Respondents were asked if they had ever legally adopted a child, total number of children they had adopted, date of adoption, and gender of adopted child. Regarding abortion, respondents were asked if they ever had had an abortion, and how many total abortions they had had, after how many months of pregnancy. In addition, respondents were asked about the acceptability of abortion under different circumstances such as if the mother's health was in danger, the pregnancy was the result of rape, or if there was an expectation that the unborn child would be born with a deformity. With respect to contraceptive practices, respondents were asked what methods of contraceptive they had used both past and present, the effectiveness of each of the various methods, and reasons for discontinuing use of the different methods. Regarding family planning, respondents were asked whether they intended to have additional children or not, and about the possibility of changing their minds with respect to having additional children. Respondents were also asked about sterilization operations, including their general attitudes toward male and female sterilization, whether they had undergone a sterilization operation, and if so, what kind of operation. Regarding fertility issues, respondents were asked if future pregnancies were physically possible, whether or not they had intended to have more children prior to learning of physical incapabilities, how many children were intended at that time, whether or not their spouse had had a sterilization operation, and if the operation was to prevent future pregnancies. Respondents were asked about current population problems, whether or not population growth in the United States and in the world was a problem, whether American cities and states had the right to limit the number of incoming inhabitants, and whether limits should be placed on immigration. The dataset includes various demographic and income variables including age, age of husband, level of education, religion, nationality, occupation, work history, total family income, and financial conditions.","[{'funderName': 'United States Department of Health, Education and Welfare. National Institute of Child Health and Human Development. Center for Population Research'}]",en,2007.0,ICPSR - Interuniversity Consortium for Political and Social Research,"National Fertility Survey, 1975",Dataset,https://www.icpsr.umich.edu/web/ICPSR/studies/4334/versions/V1,10.3886/icpsr04334.v1,C_flagged_no_us_aff,0,datacite,abortion; female; gender; women,female; gender; women,abortion; female; gender; women,1,4,4,3,"United States Department of Health, Education and Welfare. National Institute of Child Health and Human Development. Center for Population Research",607,4
5420,5687,"This study, funded under the Measuring What Matters Program, was conducted to identify general neighborhood strengthening, or community building, processes and police contributions to them. The purpose of the study, also known as the Police-Community Interaction Project (PCIP), was to conceive, identify, or define recognizable patterns of interaction and to find ways to treat these as quantities that vary in amount and can be shown to fluctuate over time or across places. To that end, researchers conducted surveys of block clubs, neighborhood associations, and umbrella groups to gauge the issues that were important to them, steps they were taking to address these issues, and the ways in which they interacted with the police. Researchers also attended the meetings and events held by the Westside Cooperative Organization (WESCO), an umbrella group, and gathered coded data about the meetings, events and issues discussed. Specific variables in the study include demographic variables about the blocks, neighborhoods, and districts represented by the organizations, descriptive variables on the organizations themselves, variables describing issues of importance to the organizations and steps those organizations were taking to address the issues, variables to describe the interaction between the organizations and police, and variables describing police involvement in community activities.","[{'funderName': 'United States Department of Justice. Office of Justice Programs. National Institute of Justice', 'awardNumber': '97-IJ-CX-0052'}]",en,2007.0,ICPSR - Interuniversity Consortium for Political and Social Research,"Measuring Police-Community Interaction Variables in Indianapolis, 1999-2000",Dataset,https://www.icpsr.umich.edu/web/NACJD/studies/4355/versions/V1,10.3886/icpsr04355.v1,C_flagged_no_us_aff,0,datacite,community,,community,1,1,1,0,United States Department of Justice. Office of Justice Programs. National Institute of Justice,201,7
